distance,bodyCount,name,id,id64,coords,coordsLocked,requirePermit,information,primaryStar,duplicates,anchor_system,anchor_description,permitName
44.43,2.0,Col 69 Sector OG-F b14-0,4031571,675517899657.0,"{'x': 340.5625, 'y': -0.71875, 'z': -1360.8125}",True,False,{},"{'type': 'M (Red dwarf) Star', 'name': 'Col 69 Sector OG-F b14-0 A', 'isScoopable': True}",,Col 69 Sector FH-U d3-19,,
38.13,3.0,Col 69 Sector FN-Q c6-3,60086849,909090230722.0,"{'x': 340.46875, 'y': -16.125, 'z': -1379.21875}",False,False,{},"{'type': 'T Tauri Star', 'name': 'Col 69 Sector FN-Q c6-3 A', 'isScoopable': False}",,Col 69 Sector FH-U d3-19,,
37.33,4.0,Col 69 Sector FN-Q c6-0,19024876,84456509890.0,"{'x': 340.28125, 'y': -19.625, 'z': -1381.0625}",True,False,{},"{'type': 'K (Yellow-Orange) Star', 'name': 'Col 69 Sector FN-Q c6-0 A', 'isScoopable': True}",,Col 69 Sector FH-U d3-19,,
36.62,1.0,Col 69 Sector FN-Q c6-4,28136825,1183968137666.0,"{'x': 339.8125, 'y': -11.03125, 'z': -1361.96875}",True,False,{},"{'type': 'G (White-Yellow) Star', 'name': 'Col 69 Sector FN-Q c6-4', 'isScoopable': True}",,Col 69 Sector FH-U d3-19,,
31.04,,Col 69 Sector LE-I a29-2,3202620,40587977705240.0,"{'x': 339.78125, 'y': -31, 'z': -1349.71875}",False,False,{},{},,Col 69 Sector FH-U d3-19,,
39.09,2.0,Col 69 Sector FN-Q c6-2,28447049,634212323778.0,"{'x': 339.34375, 'y': -13, 'z': -1379.625}",True,False,{},"{'type': 'K (Yellow-Orange) Star', 'name': 'Col 69 Sector FN-Q c6-2 A', 'isScoopable': True}",,Col 69 Sector FH-U d3-19,,
34.59,9.0,Col 69 Sector QB-F b14-1,13154338,2874541089673.0,"{'x': 341.75, 'y': -19.90625, 'z': -1353.46875}",True,False,{},"{'type': 'M (Red dwarf) Star', 'name': 'Col 69 Sector QB-F b14-1', 'isScoopable': True}",,Col 69 Sector FH-U d3-19,,
46.06,9.0,Col 69 Sector EM-U d3-16,29467911,560317073635.0,"{'x': 339.1875, 'y': -9.65625, 'z': -1334.90625}",True,False,{},"{'type': 'M (Red dwarf) Star', 'name': 'Col 69 Sector EM-U d3-16', 'isScoopable': True}",,Col 69 Sector FH-U d3-19,,
37.25,2.0,Col 69 Sector FN-Q c6-1,28455393,359334416834.0,"{'x': 338.75, 'y': -16.21875, 'z': -1380.1875}",True,False,{},"{'type': 'K (Yellow-Orange) Star', 'name': 'Col 69 Sector FN-Q c6-1 A', 'isScoopable': True}",,Col 69 Sector FH-U d3-19,,
35.07,1.0,Col 69 Sector QB-F b14-0,45485923,675517834121.0,"{'x': 338.3125, 'y': -15.59375, 'z': -1349.5}",True,False,{},"{'type': 'T Tauri Star', 'name': 'Col 69 Sector QB-F b14-0', 'isScoopable': False}",,Col 69 Sector FH-U d3-19,,
27.09,6.0,Col 69 Sector JT-J a28-2,60092214,40587977574160.0,"{'x': 338.1875, 'y': -39.46875, 'z': -1362.9375}",False,False,{},"{'type': 'Y (Brown dwarf) Star', 'name': 'Col 69 Sector JT-J a28-2', 'isScoopable': False}",,Col 69 Sector FH-U d3-19,,
38.79,,Col 69 Sector VL-E a31-1,1602883,22995791529768.0,"{'x': 338.125, 'y': -36.09375, 'z': -1334.03125}",True,False,{},{},,Col 69 Sector FH-U d3-19,,
37.45,8.0,Col 69 Sector UR-E b14-1,86351422,2874540958601.0,"{'x': 337.9375, 'y': -60.9375, 'z': -1364}",False,False,{},"{'type': 'M (Red dwarf) Star', 'name': 'Col 69 Sector UR-E b14-1', 'isScoopable': True}",,Col 69 Sector FH-U d3-19,,
30.09,11.0,Col 69 Sector BH-N a26-0,4031560,5403605485312.0,"{'x': 337.875, 'y': -36, 'z': -1376.84375}",True,False,{},"{'type': 'T (Brown dwarf) Star', 'name': 'Col 69 Sector BH-N a26-0', 'isScoopable': False}",,Col 69 Sector FH-U d3-19,,
35.2,2.0,Col 69 Sector JT-O c7-1,28136827,359334416842.0,"{'x': 337.65625, 'y': -21.9375, 'z': -1342.15625}",True,False,{},"{'type': 'G (White-Yellow) Star', 'name': 'Col 69 Sector JT-O c7-1 A', 'isScoopable': True}",,Col 69 Sector FH-U d3-19,,
35.52,1.0,Col 69 Sector MV-G b13-1,62001175,2874541089665.0,"{'x': 339.03125, 'y': -18.71875, 'z': -1378.53125}",False,False,{},"{'type': 'M (Red dwarf) Star', 'name': 'Col 69 Sector MV-G b13-1', 'isScoopable': True}",,Col 69 Sector FH-U d3-19,,
48.3,20.0,Col 69 Sector YX-C b15-1,50345840,2874540958609.0,"{'x': 343.15625, 'y': -45.03125, 'z': -1327.3125}",True,False,{},"{'type': 'M (Red dwarf) Star', 'name': 'Col 69 Sector YX-C b15-1 A', 'isScoopable': True}",,Col 69 Sector FH-U d3-19,,
32.52,7.0,Col 69 Sector DS-L a27-1,91245319,22995791660808.0,"{'x': 343.59375, 'y': -30.59375, 'z': -1366.6875}",True,False,{},"{'type': 'T (Brown dwarf) Star', 'name': 'Col 69 Sector DS-L a27-1', 'isScoopable': False}",,Col 69 Sector FH-U d3-19,,
42.52,2.0,Col 69 Sector YX-C b15-0,8754212,675517703057.0,"{'x': 344.3125, 'y': -49, 'z': -1339.40625}",True,False,{},"{'type': 'M (Red dwarf) Star', 'name': 'Col 69 Sector YX-C b15-0 A', 'isScoopable': True}",,Col 69 Sector FH-U d3-19,,
44.85,,Col 69 Sector SF-G a30-1,64893195,22996865271584.0,"{'x': 350.46875, 'y': -44.59375, 'z': -1342.375}",False,False,{},{},,Col 69 Sector FH-U d3-19,,
47.06,,Col 69 Sector QK-G a30-1,33189513,22996865402656.0,"{'x': 349.875, 'y': -28.15625, 'z': -1335.625}",False,False,{},{},,Col 69 Sector FH-U d3-19,,
39.29,1.0,Col 69 Sector GN-L a27-0,81086660,5404679227144.0,"{'x': 349.84375, 'y': -40.53125, 'z': -1368.8125}",True,False,"{'allegiance': 'Empire', 'government': 'Corporate', 'faction': 'LOST Industrial Technologies', 'factionState': 'None', 'population': 59946, 'security': 'Low', 'economy': 'High Tech', 'secondEconomy': 'None', 'reserve': None}","{'type': 'T Tauri Star', 'name': 'Col 69 Sector GN-L a27-0', 'isScoopable': False}",,Col 69 Sector FH-U d3-19,,
46.87,10.0,Col 69 Sector QK-G a30-0,45485859,5404679358240.0,"{'x': 349.3125, 'y': -26.28125, 'z': -1335.65625}",False,False,{},"{'type': 'Y (Brown dwarf) Star', 'name': 'Col 69 Sector QK-G a30-0', 'isScoopable': False}",,Col 69 Sector FH-U d3-19,,
37.17,7.0,Col 69 Sector GN-L a27-1,28777440,22996865271560.0,"{'x': 348.0625, 'y': -38.78125, 'z': -1367.9375}",True,False,{},"{'type': 'T (Brown dwarf) Star', 'name': 'Col 69 Sector GN-L a27-1', 'isScoopable': False}",,Col 69 Sector FH-U d3-19,,
36.69,1.0,Col 69 Sector ES-L a27-1,91245079,22996865402632.0,"{'x': 348.03125, 'y': -31.59375, 'z': -1365.53125}",True,False,{},"{'type': 'Y (Brown dwarf) Star', 'name': 'Col 69 Sector ES-L a27-1', 'isScoopable': False}",,Col 69 Sector FH-U d3-19,,
37.84,1.0,Col 69 Sector ES-L a27-0,87595172,5404679358216.0,"{'x': 347.46875, 'y': -33.90625, 'z': -1374.3125}",True,False,{},"{'type': 'T Tauri Star', 'name': 'Col 69 Sector ES-L a27-0', 'isScoopable': False}",,Col 69 Sector FH-U d3-19,,
42.04,26.0,Col 69 Sector EM-U d3-0,56989118,10561259747.0,"{'x': 347.34375, 'y': -14.0625, 'z': -1371.03125}",True,False,{},"{'type': 'K (Yellow-Orange) Star', 'name': 'Col 69 Sector EM-U d3-0', 'isScoopable': True}",,Col 69 Sector FH-U d3-19,,
47.14,10.0,Col 69 Sector WF-P a25-0,60821858,5404679358200.0,"{'x': 346.90625, 'y': -32.84375, 'z': -1393.46875}",False,False,{},"{'type': 'T (Brown dwarf) Star', 'name': 'Col 69 Sector WF-P a25-0', 'isScoopable': False}",,Col 69 Sector FH-U d3-19,,
45.48,1.0,Col 69 Sector WL-E a31-1,55168537,22996865271592.0,"{'x': 346.59375, 'y': -44, 'z': -1334.875}",False,False,{},{},,Col 69 Sector FH-U d3-19,,
36.22,,Col 69 Sector ME-I a29-0,58160220,5404679358232.0,"{'x': 346.40625, 'y': -34.875, 'z': -1352.3125}",False,False,{},{},,Col 69 Sector FH-U d3-19,,
45.5,1.0,Col 69 Sector UQ-E a31-2,13154337,40589051447080.0,"{'x': 346.03125, 'y': -31.875, 'z': -1332.65625}",True,False,{},"{'type': 'Y (Brown dwarf) Star', 'name': 'Col 69 Sector UQ-E a31-2', 'isScoopable': False}",,Col 69 Sector FH-U d3-19,,
39.89,1.0,Col 69 Sector AM-N a26-0,60087201,5404679358208.0,"{'x': 345.6875, 'y': -32.5, 'z': -1382.90625}",False,False,{},"{'type': 'T (Brown dwarf) Star', 'name': 'Col 69 Sector AM-N a26-0', 'isScoopable': False}",,Col 69 Sector FH-U d3-19,,
43.68,10.0,Col 69 Sector UQ-E a31-0,68521528,5404679358248.0,"{'x': 345.15625, 'y': -33.53125, 'z': -1334.34375}",False,False,{},"{'type': 'Y (Brown dwarf) Star', 'name': 'Col 69 Sector UQ-E a31-0', 'isScoopable': False}",,Col 69 Sector FH-U d3-19,,
39.88,9.0,Col 69 Sector CH-N a26-0,80833978,5404679227136.0,"{'x': 345.0625, 'y': -38.65625, 'z': -1383.53125}",False,False,{},"{'type': 'T (Brown dwarf) Star', 'name': 'Col 69 Sector CH-N a26-0', 'isScoopable': False}",,Col 69 Sector FH-U d3-19,,
33.57,7.0,Col 69 Sector JT-J a28-0,91244811,5403605485328.0,"{'x': 344.8125, 'y': -37.71875, 'z': -1358.8125}",True,False,{},"{'type': 'Y (Brown dwarf) Star', 'name': 'Col 69 Sector JT-J a28-0', 'isScoopable': False}",,Col 69 Sector FH-U d3-19,,
49.59,2.0,Col 69 Sector JT-O c7-5,20379699,1458846044618.0,"{'x': 344.59375, 'y': -11.53125, 'z': -1333.15625}",True,False,{},"{'type': 'T Tauri Star', 'name': 'Col 69 Sector JT-O c7-5 A', 'isScoopable': False}",,Col 69 Sector FH-U d3-19,,
30.17,2.0,Col 69 Sector EM-U d3-2,56989114,79280736483.0,"{'x': 337.625, 'y': -19.1875, 'z': -1360.96875}",True,False,{},"{'type': 'T Tauri Star', 'name': 'Col 69 Sector EM-U d3-2 A', 'isScoopable': False}",,Col 69 Sector FH-U d3-19,,
49.02,,Col 69 Sector JY-J a28-1,4809629,22997939144464.0,"{'x': 360.28125, 'y': -31.21875, 'z': -1357.53125}",False,False,{},"{'type': 'T (Brown dwarf) Star', 'name': 'Col 69 Sector JY-J a28-1', 'isScoopable': False}",,Col 69 Sector FH-U d3-19,,
40.51,8.0,Col 69 Sector VL-E a31-0,60320256,5403605485352.0,"{'x': 337.5625, 'y': -44.65625, 'z': -1332.9375}",False,False,{},"{'type': 'Y (Brown dwarf) Star', 'name': 'Col 69 Sector VL-E a31-0', 'isScoopable': False}",,Col 69 Sector FH-U d3-19,,
47.01,8.0,Col 69 Sector XW-C a32-0,41189598,5403605616432.0,"{'x': 337.3125, 'y': -32.03125, 'z': -1323}",False,False,{},"{'type': 'T (Brown dwarf) Star', 'name': 'Col 69 Sector XW-C a32-0', 'isScoopable': False}",,Col 69 Sector FH-U d3-19,,
41.74,1.0,Col 69 Sector QZ-Q a24-0,83405556,5402531874544.0,"{'x': 330.625, 'y': -31.03125, 'z': -1399.28125}",False,False,{},"{'type': 'Y (Brown dwarf) Star', 'name': 'Col 69 Sector QZ-Q a24-0', 'isScoopable': False}",,Col 69 Sector FH-U d3-19,,
33.12,,Col 69 Sector FH-U d3-5,30971158,182343157987.0,"{'x': 330.375, 'y': -50.125, 'z': -1340}",False,False,{},{},,Col 69 Sector FH-U d3-19,,
32.59,1.0,Col 69 Sector TH-D b15-1,3720653,2874272654225.0,"{'x': 329.9375, 'y': -15.65625, 'z': -1342.90625}",True,False,{},"{'type': 'M (Red dwarf) Star', 'name': 'Col 69 Sector TH-D b15-1', 'isScoopable': True}",,Col 69 Sector FH-U d3-19,,
35.26,11.0,Col 69 Sector TH-D b15-0,10256272,675249398673.0,"{'x': 328.90625, 'y': -12.46875, 'z': -1340.75}",True,False,{},"{'type': 'M (Red dwarf) Star', 'name': 'Col 69 Sector TH-D b15-0', 'isScoopable': True}",,Col 69 Sector FH-U d3-19,,
19.16,10.0,Col 69 Sector CS-L a27-0,91239258,5402531874568.0,"{'x': 328.75, 'y': -31.5625, 'z': -1370.34375}",True,False,{},"{'type': 'T (Brown dwarf) Star', 'name': 'Col 69 Sector CS-L a27-0', 'isScoopable': False}",,Col 69 Sector FH-U d3-19,,
17.54,9.0,Col 69 Sector GY-J a28-1,56989111,22994717918992.0,"{'x': 328.6875, 'y': -30.84375, 'z': -1360.53125}",True,False,{},"{'type': 'T (Brown dwarf) Star', 'name': 'Col 69 Sector GY-J a28-1', 'isScoopable': False}",,Col 69 Sector FH-U d3-19,,
19.12,,Col 69 Sector IT-J a28-0,91248285,5402531743504.0,"{'x': 328.46875, 'y': -41.28125, 'z': -1356.53125}",False,False,{},"{'type': 'T (Brown dwarf) Star', 'name': 'Col 69 Sector IT-J a28-0', 'isScoopable': False}",,Col 69 Sector FH-U d3-19,,
34.96,6.0,Col 69 Sector SQ-E a31-0,65515136,5402531874600.0,"{'x': 331.375, 'y': -33.625, 'z': -1333.46875}",False,False,{},"{'type': 'T (Brown dwarf) Star', 'name': 'Col 69 Sector SQ-E a31-0', 'isScoopable': False}",,Col 69 Sector FH-U d3-19,,
20.85,,Col 69 Sector MZ-H a29-0,91244608,5402531743512.0,"{'x': 327.34375, 'y': -43.90625, 'z': -1352.5}",False,False,{},"{'type': 'T (Brown dwarf) Star', 'name': 'Col 69 Sector MZ-H a29-0', 'isScoopable': False}",,Col 69 Sector FH-U d3-19,,
48.37,9.0,Col 69 Sector SF-G a30-0,91447607,5404679227168.0,"{'x': 353.5, 'y': -43.21875, 'z': -1339.8125}",False,False,{},"{'type': 'Y (Brown dwarf) Star', 'name': 'Col 69 Sector SF-G a30-0', 'isScoopable': False}",,Col 69 Sector FH-U d3-19,,
34.95,9.0,Col 69 Sector UL-E a31-0,20549991,5402531743528.0,"{'x': 327.0625, 'y': -44.03125, 'z': -1332.46875}",False,False,{},{},,Col 69 Sector FH-U d3-19,,
29.65,,Col 69 Sector WA-P a25-0,8335811,5402531743480.0,"{'x': 326.59375, 'y': -36.40625, 'z': -1387.78125}",False,False,{},{},,Col 69 Sector FH-U d3-19,,
14.68,7.0,Col 69 Sector GY-J a28-0,91246932,5402531874576.0,"{'x': 326.0625, 'y': -33.34375, 'z': -1364.53125}",False,False,{},"{'type': 'Y (Brown dwarf) Star', 'name': 'Col 69 Sector GY-J a28-0', 'isScoopable': False}",,Col 69 Sector FH-U d3-19,,
38.9,9.0,Col 69 Sector XX-C b15-0,68733354,675249267601.0,"{'x': 325.65625, 'y': -45.65625, 'z': -1327.8125}",False,False,{},"{'type': 'M (Red dwarf) Star', 'name': 'Col 69 Sector XX-C b15-0', 'isScoopable': True}",,Col 69 Sector FH-U d3-19,,
26.98,7.0,Col 69 Sector AH-N a26-0,87552502,5402531743488.0,"{'x': 325.28125, 'y': -43.9375, 'z': -1383.46875}",False,False,{},"{'type': 'T (Brown dwarf) Star', 'name': 'Col 69 Sector AH-N a26-0', 'isScoopable': False}",,Col 69 Sector FH-U d3-19,,
44.47,,Col 69 Sector VM-E b14-1,20132025,2874272457609.0,"{'x': 324.71875, 'y': -76.46875, 'z': -1356.46875}",True,False,{},"{'type': 'M (Red dwarf) Star', 'name': 'Col 69 Sector VM-E b14-1 A', 'isScoopable': True}",,Col 69 Sector FH-U d3-19,,
27.27,10.0,Col 69 Sector QF-G a30-0,53131298,5402531743520.0,"{'x': 327.28125, 'y': -44.125, 'z': -1342.21875}",False,False,{},"{'type': 'T (Brown dwarf) Star', 'name': 'Col 69 Sector QF-G a30-0', 'isScoopable': False}",,Col 69 Sector FH-U d3-19,,
49.98,1.0,Col 69 Sector OO-S a23-0,60092185,5402531743464.0,"{'x': 331.625, 'y': -41.5625, 'z': -1407.5}",True,False,{},"{'type': 'T Tauri Star', 'name': 'Col 69 Sector OO-S a23-0', 'isScoopable': False}",,Col 69 Sector FH-U d3-19,,
46.48,1.0,Col 69 Sector LF-I b12-1,17985208,2874272523129.0,"{'x': 331.75, 'y': -48.03125, 'z': -1401.875}",False,False,{},"{'type': 'M (Red dwarf) Star', 'name': 'Col 69 Sector LF-I b12-1', 'isScoopable': True}",,Col 69 Sector FH-U d3-19,,
31.1,,Col 69 Sector OK-G a30-0,90896726,5402531874592.0,"{'x': 332.65625, 'y': -34.28125, 'z': -1339.40625}",False,False,{},"{'type': 'T Tauri Star', 'name': 'Col 69 Sector OK-G a30-0', 'isScoopable': False}",,Col 69 Sector FH-U d3-19,,
27.61,11.0,Col 69 Sector DS-L a27-0,28777450,5403605616392.0,"{'x': 337.25, 'y': -32.625, 'z': -1372.34375}",True,False,{},"{'type': 'Y (Brown dwarf) Star', 'name': 'Col 69 Sector DS-L a27-0', 'isScoopable': False}",,Col 69 Sector FH-U d3-19,,
42.65,,Col 69 Sector HI-Q c6-0,12254833,84456477122.0,"{'x': 337.1875, 'y': -60.3125, 'z': -1384.4375}",False,False,{},{},,Col 69 Sector FH-U d3-19,,
49.57,12.0,Col 69 Sector RZ-Q a24-0,83405667,5403605616368.0,"{'x': 337.1875, 'y': -32.3125, 'z': -1404.6875}",False,False,{},"{'type': 'T (Brown dwarf) Star', 'name': 'Col 69 Sector RZ-Q a24-0', 'isScoopable': False}",,Col 69 Sector FH-U d3-19,,
45.64,18.0,Col 69 Sector EM-U d3-24,5953048,835194980579.0,"{'x': 336.9375, 'y': -16.46875, 'z': -1328.8125}",True,False,{},"{'type': 'F (White) Star', 'name': 'Col 69 Sector EM-U d3-24 A', 'isScoopable': True}",,Col 69 Sector FH-U d3-19,,
26.95,11.0,Col 69 Sector LE-I a29-0,69447515,5403605616408.0,"{'x': 336.8125, 'y': -32.96875, 'z': -1352.875}",False,False,{},"{'type': 'Y (Brown dwarf) Star', 'name': 'Col 69 Sector LE-I a29-0', 'isScoopable': False}",,Col 69 Sector FH-U d3-19,,
30.69,31.0,Col 69 Sector FN-Q c6-5,12287728,1458846044610.0,"{'x': 336.6875, 'y': -17, 'z': -1365.46875}",True,False,{},"{'type': 'G (White-Yellow) Star', 'name': 'Col 69 Sector FN-Q c6-5 A', 'isScoopable': True}",,Col 69 Sector FH-U d3-19,,
25.62,10.0,Col 69 Sector JT-J a28-1,76883865,22995791529744.0,"{'x': 336.625, 'y': -39.78125, 'z': -1362.96875}",True,False,"{'allegiance': 'Empire', 'government': 'Corporate', 'faction': 'LOST Industrial Technologies', 'factionState': 'None', 'population': 44573, 'security': 'Low', 'economy': 'High Tech', 'secondEconomy': 'None', 'reserve': None}","{'type': 'Y (Brown dwarf) Star', 'name': 'Col 69 Sector JT-J a28-1', 'isScoopable': False}",,Col 69 Sector FH-U d3-19,,
28.25,1.0,Col 69 Sector NZ-H a29-0,54426357,5403605485336.0,"{'x': 336.5, 'y': -44.84375, 'z': -1354.03125}",True,False,{},"{'type': 'T Tauri Star', 'name': 'Col 69 Sector NZ-H a29-0', 'isScoopable': False}",,Col 69 Sector FH-U d3-19,,
39.14,,Col 69 Sector UR-E b14-0,84345981,675517703049.0,"{'x': 336, 'y': -64.96875, 'z': -1362.4375}",False,False,{},"{'type': 'M (Red dwarf) Star', 'name': 'Col 69 Sector UR-E b14-0', 'isScoopable': True}",,Col 69 Sector FH-U d3-19,,
45.51,5.0,Col 69 Sector GH-U d3-19,13154321,663396272355.0,"{'x': 335.78125, 'y': -36.28125, 'z': -1323.78125}",True,False,{},"{'type': 'F (White) Star', 'name': 'Col 69 Sector GH-U d3-19', 'isScoopable': True}",,Col 69 Sector FH-U d3-19,,
31.43,1.0,Col 69 Sector ZL-N a26-0,62001161,5403605616384.0,"{'x': 335.5, 'y': -32.40625, 'z': -1382.59375}",False,False,{},"{'type': 'T (Brown dwarf) Star', 'name': 'Col 69 Sector ZL-N a26-0', 'isScoopable': False}",,Col 69 Sector FH-U d3-19,,
33.24,6.0,Col 69 Sector MV-G b13-0,28777456,675517834113.0,"{'x': 335.375, 'y': -20.75, 'z': -1381.09375}",True,False,{},"{'type': 'M (Red dwarf) Star', 'name': 'Col 69 Sector MV-G b13-0', 'isScoopable': True}",,Col 69 Sector FH-U d3-19,,
31.54,18.0,Col 69 Sector JT-O c7-0,72680505,84456509898.0,"{'x': 335.125, 'y': -22.5, 'z': -1344.96875}",True,False,{},"{'type': 'K (Yellow-Orange) Star', 'name': 'Col 69 Sector JT-O c7-0 A', 'isScoopable': True}",,Col 69 Sector FH-U d3-19,,
23.73,1.0,Col 69 Sector HY-J a28-0,84345982,5403605616400.0,"{'x': 335.0625, 'y': -33.4375, 'z': -1358.90625}",True,False,{},"{'type': 'T Tauri Star', 'name': 'Col 69 Sector HY-J a28-0', 'isScoopable': False}",,Col 69 Sector FH-U d3-19,,
25.18,,Col 69 Sector FN-L a27-1,91312156,22995791529736.0,"{'x': 335.0625, 'y': -40.46875, 'z': -1369.0625}",False,False,{},"{'type': 'T (Brown dwarf) Star', 'name': 'Col 69 Sector FN-L a27-1', 'isScoopable': False}",,Col 69 Sector FH-U d3-19,,
38.34,10.0,Col 69 Sector JA-H b13-1,13313455,2874272719745.0,"{'x': 333.28125, 'y': -4.8125, 'z': -1373.5}",True,False,{},"{'type': 'M (Red dwarf) Star', 'name': 'Col 69 Sector JA-H b13-1', 'isScoopable': True}",,Col 69 Sector FH-U d3-19,,
23.17,9.0,Col 69 Sector EN-L a27-0,8754256,5402531743496.0,"{'x': 333.25, 'y': -41.625, 'z': -1366.1875}",True,False,{},"{'type': 'T (Brown dwarf) Star', 'name': 'Col 69 Sector EN-L a27-0', 'isScoopable': False}",,Col 69 Sector FH-U d3-19,,
43.65,26.0,Col 69 Sector EM-U d3-23,7413921,800835242211.0,"{'x': 337.46875, 'y': -11.34375, 'z': -1335.71875}",True,False,{},"{'type': 'F (White) Star', 'name': 'Col 69 Sector EM-U d3-23 A', 'isScoopable': True}",,Col 69 Sector FH-U d3-19,,
41.08,9.0,Col 69 Sector KT-J a28-0,90069295,5404679227152.0,"{'x': 352.21875, 'y': -37.3125, 'z': -1356.96875}",False,False,{},"{'type': 'T (Brown dwarf) Star', 'name': 'Col 69 Sector KT-J a28-0', 'isScoopable': False}",,Col 69 Sector FH-U d3-19,,
45.24,1.0,Col 69 Sector QL-G b13-0,91439793,675517703041.0,"{'x': 353.25, 'y': -47.46875, 'z': -1374.09375}",False,False,{},"{'type': 'M (Red dwarf) Star', 'name': 'Col 69 Sector QL-G b13-0', 'isScoopable': True}",,Col 69 Sector FH-U d3-19,,
33.69,,Col 69 Sector WX-C b15-1,3433788,2874004087697.0,"{'x': 297.125, 'y': -58.4375, 'z': -1343.65625}",True,False,{},"{'type': 'T Tauri Star', 'name': 'Col 69 Sector WX-C b15-1', 'isScoopable': False}",,Col 69 Sector FH-U d3-19,,
35.21,9.0,Col 69 Sector RF-P a25-0,47109590,5399310649080.0,"{'x': 297.125, 'y': -32.25, 'z': -1394.3125}",False,False,{},{},,Col 69 Sector FH-U d3-19,,
34.69,7.0,Col 69 Sector RL-E a31-0,76215982,5399310518056.0,"{'x': 297, 'y': -45, 'z': -1332.65625}",False,False,{},"{'type': 'Y (Brown dwarf) Star', 'name': 'Col 69 Sector RL-E a31-0', 'isScoopable': False}",,Col 69 Sector FH-U d3-19,,
31.45,,Col 69 Sector PQ-E a31-0,12288409,5399310649128.0,"{'x': 296.90625, 'y': -34.6875, 'z': -1334.46875}",True,False,{},{},,Col 69 Sector FH-U d3-19,,
26.42,1.0,Col 69 Sector NF-G a30-0,12288416,5399310518048.0,"{'x': 296.3125, 'y': -43.8125, 'z': -1342.90625}",True,False,{},"{'type': 'T Tauri Star', 'name': 'Col 69 Sector NF-G a30-0', 'isScoopable': False}",,Col 69 Sector FH-U d3-19,,
42.88,4.0,Outotz AP-T b44-1,8335813,2874004284289.0,"{'x': 296.09375, 'y': -0.125, 'z': -1382.90625}",True,False,{},"{'type': 'T Tauri Star', 'name': 'Outotz AP-T b44-1 A', 'isScoopable': False}",,Col 69 Sector FH-U d3-19,,
20.8,10.0,Col 69 Sector VL-N a26-0,62584712,5399310649088.0,"{'x': 295.875, 'y': -34.5625, 'z': -1375.90625}",False,False,{},"{'type': 'T (Brown dwarf) Star', 'name': 'Col 69 Sector VL-N a26-0', 'isScoopable': False}",,Col 69 Sector FH-U d3-19,,
45.51,10.0,Col 69 Sector NZ-Q a24-0,47145700,5399310649072.0,"{'x': 295.8125, 'y': -26.9375, 'z': -1404.3125}",True,False,{},"{'type': 'T (Brown dwarf) Star', 'name': 'Col 69 Sector NZ-Q a24-0', 'isScoopable': False}",,Col 69 Sector FH-U d3-19,,
30.69,10.0,Col 69 Sector ZF-W d2-9,28455011,319782127835.0,"{'x': 295.71875, 'y': -21.3125, 'z': -1385.0625}",True,False,{},"{'type': 'G (White-Yellow) Star', 'name': 'Col 69 Sector ZF-W d2-9', 'isScoopable': True}",,Col 69 Sector FH-U d3-19,,
19.78,5.0,Col 69 Sector HE-I a29-0,12288410,5399310649112.0,"{'x': 295.59375, 'y': -31.8125, 'z': -1350.9375}",True,False,{},"{'type': 'T (Brown dwarf) Star', 'name': 'Col 69 Sector HE-I a29-0', 'isScoopable': False}",,Col 69 Sector FH-U d3-19,,
33.63,11.0,Col 69 Sector RL-E a31-1,12288415,22991496562472.0,"{'x': 295.5625, 'y': -44.03125, 'z': -1334.34375}",False,False,{},"{'type': 'Y (Brown dwarf) Star', 'name': 'Col 69 Sector RL-E a31-1', 'isScoopable': False}",,Col 69 Sector FH-U d3-19,,
27.24,1.0,Col 69 Sector XG-N a26-0,54426414,5399310518016.0,"{'x': 295.40625, 'y': -43.65625, 'z': -1382.125}",True,False,{},"{'type': 'Y (Brown dwarf) Star', 'name': 'Col 69 Sector XG-N a26-0', 'isScoopable': False}",,Col 69 Sector FH-U d3-19,,
36.97,20.0,Col 69 Sector WX-C b15-0,3453359,674980832145.0,"{'x': 295.34375, 'y': -61, 'z': -1342.4375}",True,False,{},"{'type': 'M (Red dwarf) Star', 'name': 'Col 69 Sector WX-C b15-0', 'isScoopable': True}",,Col 69 Sector FH-U d3-19,,
27.27,9.0,Col 69 Sector NF-G a30-1,68498832,22991496562464.0,"{'x': 295.3125, 'y': -44.8125, 'z': -1343.0625}",False,False,{},"{'type': 'Y (Brown dwarf) Star', 'name': 'Col 69 Sector NF-G a30-1', 'isScoopable': False}",,Col 69 Sector FH-U d3-19,,
